price,bathrooms_group,bedrooms_group,sqft_living,sqft_lot,floors_group,waterfront,view_group,condition_group,city,house_age,is_renovated,year_since_renovation,zipcode,sqft_above,sqft_basement,yr_built,yr_renovated,floors,bedrooms,bathrooms,view,condition
319950,2,4,2310,8045,1,0,No View,4,Renton,49,1,33,98058,1650,660,1976,1992,1,4,1.75,0,4
700000,2,3,2010,4905,1,0,No View,5,Seattle,113,0,0,98122,1230,780,1912,0,1,3,1.75,0,5
368000,2,2,1660,4680,1,0,No View,5,Seattle,117,0,0,98146,830,830,1908,0,1,2,1.5,0,5
433500,3,3,2200,3360,2,0,No View,3,Seattle,16,0,0,98118,2200,0,2009,0,2,3,2.5,0,3
611000,3,4,2460,4200,2,0,No View,3,Redmond,27,1,19,98074,2460,0,1998,2006,2,4,2.5,0,3
1000000,2,2,2430,23400,1,0,Great View,3,Shoreline,74,1,31,98177,2430,0,1951,1994,1,2,1.75,4,3
307000,1_or_fewer,3,1370,7500,1,0,No View,3,Carnation,65,1,13,98014,1370,0,1960,2012,1,3,1,0,3
442500,2,3,1800,10200,1,0,No View,3,Renton,58,1,14,98058,1800,0,1967,2011,1,3,1.75,0,3
485000,2,3,2200,7706,2,0,Some View,3,Des Moines,117,1,37,98198,2200,0,1908,1988,2,3,1.75,2,3
367000,1_or_fewer,2,700,2334,1,0,No View,3,Seattle,80,1,15,98117,700,0,1945,2010,1,2,1,0,3
429000,3,3,1920,15124,2,0,No View,3,North Bend,30,0,0,98045,1920,0,1995,0,2,3,2.5,0,3
446000,3,5,2190,12687,1,0,No View,5,Kenmore,47,0,0,98028,1370,820,1978,0,1,5,2.75,0,5
572500,3,3,2030,9791,1,0,No View,4,Newcastle,41,0,0,98059,1500,530,1984,0,1,3,2.25,0,4
477000,3,3,1350,2053,3,0,No View,3,Seattle,20,0,0,98117,1350,0,2005,0,3,3,2.5,0,3
518000,3,3,1680,2096,2,0,No View,3,Seattle,17,0,0,98117,1380,300,2008,0,2,3,2.5,0,3
462000,2,5,1250,10530,1,0,No View,4,Bellevue,59,0,0,98007,1250,0,1966,0,1,5,1.75,0,4
1190000,3,4,2240,6000,1.5,0,No View,4,Seattle,111,1,80,98109,1270,970,1914,1945,1.5,4,3,0,4
137000,1_or_fewer,3,950,7620,1,0,No View,3,Seattle,71,1,20,98106,950,0,1954,2005,1,3,1,0,3
530000,4,3,2320,3174,2,0,No View,3,Kirkland,28,0,0,98033,2060,260,1997,0,2,3,3.5,0,3
818000,3,2,2380,9374,1,0,Some View,3,Redmond,14,0,0,98053,2380,0,2011,0,1,2,2.5,2,3
640000,3,2,1540,958,3,0,No View,3,Seattle,18,0,0,98122,1540,0,2007,0,3,2,2.25,0,3
298450,3,5,2100,9752,1,0,No View,3,Federal Way,18,0,0,98003,1200,900,2007,0,1,5,3,0,3
575000,3,4,2500,4945,2,0,No View,3,Snoqualmie,12,1,102,98065,2500,0,2013,1923,2,4,2.5,0,3
730000,3,4,3230,7331,2,0,No View,3,Sammamish,21,1,22,98075,3230,0,2004,2003,2,4,2.5,0,3
551000,3,3,2830,5802,2,0,No View,3,Kenmore,24,0,0,98028,2830,0,2001,0,2,3,2.5,0,3
271310,1_or_fewer,2,870,5340,1.5,0,No View,3,Seattle,119,0,0,98144,870,0,1906,0,1.5,2,1,0,2
675000,3,4,2690,28300,1,0,No View,3,Normandy Park,71,1,26,98166,2690,0,1954,1999,1,4,3,0,3
479000,3,3,1260,889,3,0,No View,3,Seattle,17,0,0,98109,1260,0,2008,0,3,3,2.5,0,3
520000,4,4,2680,10000,2,0,No View,3,Seattle,83,1,11,98125,2040,640,1942,2014,2,4,3.5,0,3
599950,3,3,2660,4975,2,0,No View,3,Seattle,11,0,0,98118,2660,0,2014,0,2,3,2.5,0,3
483945,2,2,1480,5120,1,0,No View,4,Seattle,74,1,26,98116,840,640,1951,1999,1,2,1.75,0,4
390000,3,4,1770,33132,1,0,No View,4,Renton,60,0,0,98058,1190,580,1965,0,1,4,2.25,0,4
192500,1_or_fewer,2,950,7692,1,0,No View,3,Seattle,99,1,22,98168,950,0,1926,2003,1,2,1,0,3
330000,1_or_fewer,2,860,8308,1,0,No View,4,Seattle,77,0,0,98146,860,0,1948,0,1,2,1,0,4
250000,2,4,1960,7560,1,0,No View,5,Kent,47,0,0,98031,1160,800,1978,0,1,4,2,0,5
243000,1_or_fewer,2,1770,5522,1.5,0,No View,4,Seattle,82,0,0,98178,960,810,1943,0,1.5,2,1,0,4
575000,2,4,1280,6060,1,0,No View,3,Seattle,99,1,22,98117,860,420,1926,2003,1,4,1.75,0,3
639000,3,4,2150,12028,2,0,No View,4,Redmond,43,1,14,98052,2150,0,1982,2011,2,4,2.5,0,4
710000,1_or_fewer,2,1790,4000,1,0,No View,4,Seattle,102,0,0,98112,1040,750,1923,0,1,2,1,0,4
675000,3,3,1990,10260,2,0,No View,4,Redmond,38,0,0,98052,1990,0,1987,0,2,3,2.25,0,4
405000,3,5,2430,4781,2,0,No View,3,Renton,24,0,0,98058,2430,0,2001,0,2,5,2.5,0,3
615000,3,4,2820,13193,1,0,No View,3,Bellevue,60,1,32,98006,1860,960,1965,1993,1,4,2.75,0,3
490000,1_or_fewer,3,1910,8190,1,0,No View,4,Seattle,79,1,36,98117,1010,900,1946,1989,1,3,1,0,4
467000,3,3,1270,1213,2,0,No View,3,Seattle,20,0,0,98107,1040,230,2005,0,2,3,2.25,0,3
480000,3,4,2050,3960,1,0,No View,4,Seattle,39,0,0,98116,1180,870,1986,0,1,4,2.75,0,4
755000,2,5,2150,4505,1,0,No View,3,Seattle,73,1,17,98119,1270,880,1952,2008,1,6,2,0,3
760000,2,4,2450,13300,1,0,Some View,4,Bellevue,38,0,0,98006,1630,820,1987,0,1,4,1.75,2,4
387000,3,2,1230,1280,2,0,No View,3,Seattle,13,1,113,98144,960,270,2012,1912,2,2,2.25,0,3
925000,3,4,2260,41984,1,0,No View,4,Kirkland,58,0,0,98033,2260,0,1967,0,1,4,2.25,0,4
415000,1_or_fewer,2,1050,60113,1,0,No View,4,Auburn,82,0,0,98001,1050,0,1943,0,1,2,1,0,4
263000,2,3,1570,7775,2,0,No View,3,Kent,43,0,0,98031,1570,0,1982,0,2,3,1.75,0,3
519900,2,4,1820,9350,1,0,No View,4,Redmond,58,0,0,98052,1820,0,1967,0,1,4,2,0,4
570000,2,2,1540,4025,1,0,No View,4,Seattle,117,0,0,98116,1190,350,1908,0,1,2,1.75,0,4
450000,2,3,2060,44866,1,0,No View,3,Woodinville,72,0,0,98077,2060,0,1953,0,1,3,1.5,0,3
1300000,4,4,4380,74052,1,0,No View,3,Redmond,24,0,0,98053,4380,0,2001,0,1,4,3.5,0,3
300000,1_or_fewer,3,1090,9900,1,0,No View,4,Redmond,70,1,16,98052,1090,0,1955,2009,1,3,1,0,4
320000,2,3,1480,7225,1,0,No View,4,Renton,60,0,0,98056,1480,0,1965,0,1,3,1.75,0,4
387500,1_or_fewer,4,1320,4440,1.5,0,No View,3,Seattle,96,0,0,98122,1320,0,1929,0,1.5,4,1,0,3
458000,3,1,2140,10350,1,0,No View,3,Woodinville,49,0,0,98072,1470,670,1976,0,1,1,2.25,0,3
1212500,4,4,4560,16643,1,0,Great View,3,Bellevue,30,0,0,98006,2230,2330,1995,0,1,4,3.5,3,3
380000,3,4,2800,9764,2,0,No View,3,Maple Valley,23,0,0,98038,2800,0,2002,0,2,4,3,0,3
200000,1_or_fewer,3,1050,5000,1,0,No View,4,Renton,58,0,0,98056,1050,0,1967,0,1,3,1,0,4
385000,2,3,1490,9630,1,0,No View,4,Kenmore,66,0,0,98028,1490,0,1959,0,1,3,1.5,0,4
396675,1_or_fewer,2,1730,6375,2,0,No View,4,Seattle,80,0,0,98126,1730,0,1945,0,2,2,1,0,4
452000,1_or_fewer,4,1210,3760,1.5,0,No View,3,Seattle,125,1,20,98103,1210,0,1900,2005,1.5,4,1,0,3
426000,3,4,2800,8494,2,0,No View,3,Maple Valley,21,1,22,98038,2800,0,2004,2003,2,4,2.5,0,3
792000,2,3,1570,1050,2,0,No View,3,Seattle,110,0,0,98109,1570,0,1915,0,2,3,1.5,0,3
315000,3,3,1400,31626,1,0,No View,3,Auburn,38,0,0,98092,1140,260,1987,0,1,3,2.25,0,2
1275000,2,4,2850,7861,1,0,Great View,4,Seattle,55,0,0,98117,1450,1400,1970,0,1,4,2,4,4
326000,3,5,1880,7200,1,0,No View,4,Renton,59,0,0,98056,1880,0,1966,0,1,6,3,0,4
268500,1_or_fewer,2,790,8424,1,0,No View,4,Shoreline,72,1,42,98133,790,0,1953,1983,1,2,1,0,4
440000,2,2,1300,4000,2,0,No View,3,Seattle,77,1,31,98105,1300,0,1948,1994,2,2,1.75,0,3
300000,1_or_fewer,3,2120,7735,1,0,No View,4,Renton,58,0,0,98059,1060,1060,1967,0,1,3,1,0,4
525000,2,3,1540,4773,2,0,No View,3,Seattle,84,1,16,98126,1540,0,1941,2009,2,3,1.5,0,3
978000,3,4,2620,13777,1.5,0,Some View,4,Seattle,99,1,32,98144,1720,900,1926,1993,1.5,4,2.75,2,4
1125000,3,5,2880,3192,2,0,No View,4,Seattle,106,1,40,98103,2180,700,1919,1985,2,6,3,0,4
700000,1_or_fewer,4,1680,4021,1.5,0,No View,3,Seattle,104,1,25,98103,1680,0,1921,2000,1.5,4,1,0,3
315000,1_or_fewer,2,790,6969,1,0,No View,3,Redmond,70,1,41,98052,790,0,1955,1984,1,2,1,0,3
309000,1_or_fewer,3,1092,7500,1.5,0,No View,3,Seattle,107,0,0,98106,1092,0,1918,0,1.5,3,1,0,3
219950,2,3,1650,9936,1,0,No View,3,Federal Way,58,1,14,98003,1090,560,1967,2011,1,3,1.5,0,3
289000,3,3,2090,4700,2,0,No View,3,Covington,23,0,0,98042,2090,0,2002,0,2,3,2.5,0,3
210000,2,4,2180,28710,1,0,No View,3,SeaTac,75,1,20,98198,1180,1000,1950,2005,1,4,1.75,0,3
260000,3,4,1990,6671,2,0,No View,3,Federal Way,36,0,0,98023,1990,0,1989,0,2,4,2.5,0,3
699000,3,4,2650,7945,2,0,No View,3,Seattle,19,0,0,98125,2650,0,2006,0,2,4,2.5,0,3
1800000,4,4,4460,16953,1,0,No View,3,Medina,63,1,31,98039,2550,1910,1962,1994,1,4,3.5,0,3
299950,1_or_fewer,3,910,8000,1,0,No View,4,Shoreline,75,1,42,98177,740,170,1950,1983,1,3,1,0,4
749950,3,3,2770,10773,2,0,Some View,3,Bellevue,33,0,0,98008,2770,0,1992,0,2,3,2.5,2,3
1100000,2,3,2390,6888,2,0,Some View,5,Seattle,86,0,0,98115,2390,0,1939,0,2,3,2,1,5
555000,3,3,3050,158558,1,0,No View,4,Renton,38,0,0,98055,3050,0,1987,0,1,3,2.5,0,4
384000,3,3,1700,4000,2,0,No View,3,Snoqualmie,22,0,0,98065,1700,0,2003,0,2,3,2.5,0,3
499950,4,5,3200,43560,2,0,No View,3,Renton,36,0,0,98059,3200,0,1989,0,2,5,3.5,0,3
430000,2,3,1200,4500,1,0,No View,5,Seattle,119,0,0,98108,1200,0,1906,0,1,3,1.75,0,5
350000,3,4,2220,6953,2,0,No View,4,Maple Valley,26,0,0,98038,2220,0,1999,0,2,4,2.25,0,4
620000,3,3,2480,9041,2,0,No View,3,Redmond,21,1,22,98053,2480,0,2004,2003,2,3,2.5,0,3
765000,3,4,2560,12100,1,0,No View,4,Redmond,49,1,33,98052,1760,800,1976,1992,1,4,2.25,0,4
250000,2,4,2500,6300,1,0,No View,4,Kent,64,1,24,98032,1500,1000,1961,2001,1,4,1.5,0,4
376000,1_or_fewer,2,1150,4000,1,0,No View,3,Seattle,78,1,13,98199,1150,0,1947,2012,1,2,1,0,3
475000,2,4,1650,7775,1,0,No View,4,Seattle,75,1,42,98133,1150,500,1950,1983,1,4,1.75,0,4
120750,2,3,1140,9628,1,0,No View,4,Federal Way,56,0,0,98023,1140,0,1969,0,1,3,1.75,0,4
1690000,2,3,3400,8965,1,0,Some View,5,Seattle,68,0,0,98105,1820,1580,1957,0,1,3,1.75,2,5
330000,1_or_fewer,3,1180,43124,1,0,No View,4,Issaquah,66,0,0,98027,1180,0,1959,0,1,3,1,0,4
619500,3,3,1700,4105,2,0,No View,3,Seattle,33,0,0,98122,1700,0,1992,0,2,3,2.5,0,3
345000,2,3,1240,11200,1,0,No View,4,Bellevue,71,1,46,98006,1240,0,1954,1979,1,3,1.5,0,4
598000,3,5,2890,12478,2,0,No View,3,Sammamish,48,1,21,98074,2890,0,1977,2004,2,5,2.25,0,3
335000,1_or_fewer,3,1060,10050,1,0,No View,4,Kenmore,58,0,0,98028,1060,0,1967,0,1,3,1,0,4
372500,2,4,1590,10523,2,0,No View,4,Shoreline,103,0,0,98133,1590,0,1922,0,2,4,1.75,0,4
300000,5+,5,2860,5682,2,0,No View,3,Auburn,47,0,0,98002,2860,0,1978,0,2,6,5.25,0,3
194000,1_or_fewer,1,820,1060,1,0,No View,3,Seattle,18,0,0,98126,760,60,2007,0,1,1,1,0,3
507500,2,3,2020,8118,1,0,No View,3,Bellevue,62,1,17,98008,1020,1000,1963,2008,1,3,2,0,3
325000,3,4,1870,9680,1,0,No View,4,Kirkland,66,0,0,98034,1170,700,1959,0,1,4,2.25,0,4
329900,3,3,2170,4905,2,0,No View,3,Maple Valley,21,1,22,98038,2170,0,2004,2003,2,3,2.5,0,3
329000,3,4,1600,6765,1,0,No View,3,Seattle,78,1,14,98106,830,770,1947,2011,1,4,2.5,0,3
494000,2,4,2090,4300,1.5,0,No View,4,Seattle,100,1,57,98136,1250,840,1925,1968,1.5,4,1.75,0,4
206000,2,4,1700,6025,1,0,No View,3,Auburn,47,0,0,98002,1700,0,1978,0,1,4,2,0,3
423000,2,4,1940,6909,1,0,No View,4,Seattle,84,1,27,98133,970,970,1941,1998,1,4,1.75,0,4
259000,1_or_fewer,3,1320,8625,1,0,No View,4,Renton,68,1,24,98056,1320,0,1957,2001,1,3,1,0,4
879950,3,4,3500,13875,1,0,Great View,4,Seattle,87,0,0,98146,1830,1670,1938,0,1,4,2.25,4,4
345600,4,5,2800,5120,3,0,No View,3,Seattle,122,1,20,98122,2800,0,1903,2005,2.5,5,3.5,0,3
395000,2,3,1080,2940,1.5,0,No View,4,Seattle,105,0,0,98115,1080,0,1920,0,1.5,3,1.5,0,4
625000,3,4,3550,8048,2,0,No View,3,Snoqualmie,18,0,0,98065,3550,0,2007,0,2,4,2.5,0,3
439000,2,3,2010,251341,2,0,No View,3,Duvall,22,0,0,98019,1510,500,2003,0,2,3,2,0,3
380000,2,3,1690,1468,2,0,No View,3,Seattle,17,0,0,98108,1380,310,2008,0,2,3,1.75,0,3
440000,2,3,1270,1443,3,0,No View,3,Seattle,18,0,0,98115,1270,0,2007,0,3,3,1.5,0,3
415000,3,3,1970,2377,2,0,No View,3,Seattle,17,0,0,98108,1680,290,2008,0,2,3,2.25,0,3
860000,3,4,3160,8097,2,0,No View,3,Kirkland,11,0,0,98033,3160,0,2014,0,2,4,2.75,0,3
500000,3,3,1210,1200,3,0,No View,3,Seattle,17,0,0,98103,1210,0,2008,0,3,3,2.5,0,3
953007,4,4,3120,5086,2,0,No View,3,Seattle,17,0,0,98115,2480,640,2008,0,2,4,3.5,0,3
515000,3,4,2670,8765,2,0,No View,3,Renton,19,0,0,98059,2670,0,2006,0,2,4,2.5,0,3
772000,3,3,1640,1204,3,0,No View,3,Seattle,11,0,0,98112,1640,0,2014,0,3,3,2.25,0,3
329995,3,4,2303,3680,2,0,No View,3,Auburn,12,1,102,98001,2303,0,2013,1923,2,4,2.5,0,3
409316,3,3,1800,3168,2,0,No View,3,Snoqualmie,11,0,0,98065,1800,0,2014,0,2,3,2.5,0,3
490000,4,5,4460,2975,3,0,Some View,3,Seattle,12,1,102,98119,3280,1180,2013,1923,3,5,3.5,2,3
305000,3,2,1590,2656,2,0,No View,3,Seattle,16,0,0,98106,1220,370,2009,0,2,2,2.5,0,3
785000,4,4,3070,4684,2,0,No View,3,Issaquah,16,0,0,98027,2190,880,2009,0,2,4,3.5,0,3
240000,2,2,1330,7200,1,0,No View,3,SeaTac,32,0,0,98188,1330,0,1993,0,1,2,1.75,0,3
325000,1_or_fewer,3,990,6750,1,0,No View,4,Seattle,78,1,37,98133,990,0,1947,1988,1,3,1,0,4
535800,3,4,1900,5790,2,0,No View,3,Issaquah,31,0,0,98029,1900,0,1994,0,2,4,2.5,0,3
720000,3,3,2020,1159,3,0,Great View,3,Seattle,25,0,0,98103,2020,0,2000,0,3,3,2.5,3,3
374000,2,3,2000,9416,1,0,No View,4,Kirkland,64,1,24,98033,2000,0,1961,2001,1,3,1.75,0,4
189650,2,2,1100,7600,1,0,No View,3,Des Moines,45,0,0,98198,1100,0,1980,0,1,2,1.75,0,3
420850,1_or_fewer,1,960,40946,1,0,No View,5,Carnation,80,0,0,98014,960,0,1945,0,1,1,1,0,5
815000,3,4,3488,9614,2,0,No View,3,Redmond,27,1,19,98074,3488,0,1998,2006,2,4,2.75,0,3
1065000,2,2,1890,9466,2,0,No View,3,Bellevue,38,1,25,98004,1890,0,1987,2000,2,2,1.75,0,3
199000,2,4,2030,8120,2,0,No View,3,Seattle,75,1,20,98178,2030,0,1950,2005,2,4,2,0,3
195000,2,3,1380,7350,1,0,No View,3,Covington,44,1,12,98042,990,390,1981,2013,1,3,1.75,0,3
1506000,4,4,3660,5800,3,0,No View,3,Seattle,116,1,30,98112,3360,300,1909,1995,2.5,4,3.25,0,3
288400,3,3,1870,3230,2,0,No View,3,Renton,28,0,0,98056,1870,0,1997,0,2,3,2.25,0,3
442000,3,4,2080,12007,1,0,No View,4,Sammamish,46,0,0,98074,1220,860,1979,0,1,4,2.25,0,4
619420,3,4,2450,14803,2,0,No View,4,Newcastle,37,0,0,98059,2450,0,1988,0,2,4,2.75,0,4
635000,3,4,2750,6180,1,0,No View,4,Seattle,77,0,0,98118,1500,1250,1948,0,1,4,2.25,0,4
210000,1_or_fewer,3,1240,4842,1,0,No View,4,Seattle,109,0,0,98118,1240,0,1916,0,1,3,1,0,4
512500,3,3,1900,7604,2,0,No View,3,Kirkland,35,1,16,98033,1900,0,1990,2009,2,3,2.5,0,3
567000,3,3,2540,6093,2,0,No View,3,Kirkland,26,0,0,98034,2540,0,1999,0,2,3,2.5,0,3
525000,3,3,2100,10362,2,0,No View,3,Snoqualmie Pass,27,1,19,98068,1510,590,1998,2006,2,3,2.75,0,3
475000,2,4,1790,2250,1,0,Some View,4,Seattle,116,1,36,98103,840,950,1909,1989,1,4,2,2,4
250000,2,3,1170,7258,1,0,No View,3,Auburn,41,0,0,98001,1170,0,1984,0,1,3,2,0,3
220000,1_or_fewer,3,1060,9126,1,0,Some View,5,Enumclaw,69,0,0,98022,1060,0,1956,0,1,3,1,2,5
230000,2,5,1930,6120,1.5,0,No View,3,Seattle,84,1,56,98146,1930,0,1941,1969,1.5,5,2,0,3
385500,2,3,1540,7947,1,0,No View,3,Bothell,64,1,21,98011,1120,420,1961,2004,1,3,2,0,3
895000,3,5,2876,13927,1,0,Some View,4,Mercer Island,52,0,0,98040,1970,906,1973,0,1,5,3,2,4
368250,3,3,2150,7484,2,0,No View,3,Sammamish,37,1,25,98074,2150,0,1988,2000,2,3,2.5,0,3
249900,1_or_fewer,2,1140,5500,1,0,No View,3,Seattle,78,1,13,98106,1140,0,1947,2012,1,2,1,0,3
350000,2,3,980,7790,1,0,No View,5,Kirkland,56,0,0,98034,980,0,1969,0,1,3,1.5,0,5
175000,2,3,1230,13056,1,0,No View,4,Auburn,63,0,0,98001,1230,0,1962,0,1,3,1.75,0,4
270000,2,3,1390,10905,1,0,No View,3,Seattle,68,1,25,98106,860,530,1957,2000,1,3,1.75,0,3
495000,4,3,2380,6250,2,0,Great View,3,Seattle,28,0,0,98118,1670,710,1997,0,2,3,3.5,3,3
1580000,4,3,3690,7200,2,0,No View,3,Kirkland,18,0,0,98033,3690,0,2007,0,2,3,3.25,0,3
542500,4,5,3010,1074218,1.5,0,No View,5,Issaquah,94,0,0,98027,2010,1000,1931,0,1.5,5,3.25,0,5
330000,1_or_fewer,3,1250,9126,1,0,No View,3,Woodinville,56,1,15,98077,1250,0,1969,2010,1,3,1,0,3
1003000,3,4,2290,6120,2,0,No View,4,Seattle,99,1,32,98115,2170,120,1926,1993,2,4,2.75,0,4
299800,1_or_fewer,2,790,5240,1,0,No View,4,Seattle,100,1,57,98118,790,0,1925,1968,1,2,1,0,4
299900,3,3,2720,6014,2,0,No View,3,Auburn,23,0,0,98092,2720,0,2002,0,2,3,2.5,0,3
691000,3,4,2550,8632,1,0,No View,3,Kirkland,53,1,23,98033,1700,850,1972,2002,1,4,2.75,0,3
195000,1_or_fewer,2,1080,3899,1,0,No View,4,Des Moines,53,0,0,98198,1080,0,1972,0,1,2,1,0,4
405000,2,3,2470,9620,1,0,Some View,4,Des Moines,63,0,0,98198,1570,900,1962,0,1,3,1.75,1,4
360000,1_or_fewer,2,850,7710,1,0,Some View,5,Seattle,116,1,37,98108,550,300,1909,1988,1,2,0.75,2,5
256750,3,3,1990,8991,1,0,No View,3,Kent,56,1,15,98042,1570,420,1969,2010,1,3,2.5,0,3
332500,3,3,1800,10500,2,0,No View,3,Maple Valley,30,0,0,98038,1800,0,1995,0,2,3,2.25,0,3
975000,4,5,4850,36450,2,0,No View,3,Bellevue,48,1,21,98005,4850,0,1977,2004,2,5,4,0,3
218000,1_or_fewer,3,1020,7874,1,0,No View,3,Seattle,69,1,24,98106,1020,0,1956,2001,1,3,1,0,3
429000,3,3,2420,49928,2,0,No View,3,Issaquah,40,0,0,98027,1860,560,1985,0,2,3,2.5,0,3
589000,3,4,2910,5776,2,0,Some View,3,Snoqualmie,27,1,19,98065,2910,0,1998,2006,2,4,2.5,2,3
255000,2,3,1060,9039,1,0,No View,3,Renton,52,1,12,98058,1060,0,1973,2013,1,3,1.5,0,3
668750,3,4,2340,6420,1,0,Some View,3,Shoreline,61,1,25,98177,1590,750,1964,2000,1,4,2.5,2,3
344500,3,4,1800,5453,1,0,No View,3,Renton,23,0,0,98055,1050,750,2002,0,1,4,2.75,0,3
452000,2,4,1660,6150,1,0,No View,3,Seattle,80,1,15,98126,850,810,1945,2010,1,4,2,0,3
540000,2,3,1300,62290,1,0,No View,3,Redmond,42,1,16,98053,1300,0,1983,2009,1,3,1.75,0,3
246000,2,3,1780,23819,1,0,No View,3,Seattle,72,0,0,98168,1780,0,1953,0,1,3,1.5,0,3
535000,1_or_fewer,2,1030,4841,1,0,No View,3,Seattle,86,1,56,98103,920,110,1939,1969,1,2,1,0,3
970000,4,4,2790,5420,1,0,Great View,3,Shoreline,62,1,12,98177,1130,1660,1963,2013,1,4,3.25,3,3
430000,1_or_fewer,3,1150,3000,1,0,No View,5,Seattle,119,0,0,98103,1150,0,1906,0,1,3,1,0,5
520000,3,4,3290,11446,2,0,No View,3,Kenmore,33,0,0,98028,3290,0,1992,0,2,4,2.5,0,3
712000,3,4,3400,247421,2,0,No View,3,Ravensdale,24,0,0,98051,3400,0,2001,0,2,4,2.5,0,3
450000,1_or_fewer,2,1200,4000,1,0,No View,3,Seattle,85,1,29,98126,1070,130,1940,1996,1,2,1,0,3
220000,3,4,2160,8005,2,0,No View,3,Pacific,32,0,0,98047,2160,0,1993,0,2,4,2.5,0,3
525000,1_or_fewer,3,1450,4000,1,0,Some View,4,Seattle,77,0,0,98118,950,500,1948,0,1,3,1,1,4
1220000,3,4,3240,3600,2,0,No View,3,Seattle,17,0,0,98109,2060,1180,2008,0,2,4,2.5,0,3
540000,2,3,1470,1691,2,0,No View,3,Seattle,18,0,0,98115,1000,470,2007,0,2,3,2,0,3
600000,3,4,2360,5226,2,0,No View,3,Kirkland,24,0,0,98034,2360,0,2001,0,2,4,2.5,0,3
600000,3,3,2230,9053,2,0,No View,4,Bellevue,38,0,0,98007,2230,0,1987,0,2,3,2.25,0,4
625000,3,4,2630,48706,2,0,No View,3,Woodinville,39,0,0,98072,2630,0,1986,0,2,4,2.5,0,3
150000,1_or_fewer,3,1010,25000,1,0,No View,3,Carnation,59,1,62,98014,1010,0,1966,1963,1,3,1,0,3
389999,3,3,1445,1471,2,0,No View,3,Issaquah,22,0,0,98027,1300,145,2003,0,2,3,2.25,0,3
285000,2,3,2380,6000,1.5,0,No View,3,Seattle,90,1,51,98178,1320,1060,1935,1974,1.5,3,1.75,0,3
744000,3,4,2830,13059,2,0,No View,3,Sammamish,27,1,19,98075,2830,0,1998,2006,2,4,2.75,0,3
700000,3,4,3010,46173,2,0,No View,3,Redmond,29,0,0,98053,3010,0,1996,0,2,4,2.5,0,3
318989,3,4,2000,9000,1,0,No View,4,Federal Way,47,1,25,98023,2000,0,1978,2000,1,4,2.25,0,4
556000,3,3,2020,3600,2,0,No View,3,Kirkland,27,1,19,98033,2020,0,1998,2006,2,3,2.25,0,3
275000,3,3,2030,6326,2,0,No View,3,Maple Valley,32,0,0,98038,2030,0,1993,0,2,3,2.5,0,3
430000,3,3,2550,11160,2,0,No View,3,Shoreline,31,0,0,98155,2550,0,1994,0,2,3,2.75,0,3
300000,1_or_fewer,2,970,13700,1,0,No View,3,Seattle,76,1,27,98106,970,0,1949,1998,1,2,1,0,3
396450,2,3,1540,12446,1,0,No View,5,Issaquah,58,0,0,98027,1540,0,1967,0,1,3,1.75,0,5
225000,1_or_fewer,2,1396,111949,1,0,No View,3,Redmond,85,1,28,98053,1396,0,1940,1997,1,2,1,0,3
700000,4,4,2780,7875,2,0,No View,3,Seattle,19,0,0,98133,2780,0,2006,0,2,4,3.25,0,3
260000,2,5,2220,8797,1,0,No View,3,Auburn,48,1,21,98002,2220,0,1977,2004,1,6,2,0,3
655000,4,4,2350,13402,2,0,Great View,3,Kirkland,31,0,0,98033,1670,680,1994,0,2,4,3.5,3,3
1185000,3,3,2760,40946,2,0,No View,5,Bellevue,47,0,0,98005,2760,0,1978,0,2,3,2.25,0,5
1550000,3,3,4460,26027,2,0,No View,3,Kirkland,33,0,0,98033,4460,0,1992,0,2,3,2.5,0,3
413800,2,3,1440,4421,1,0,No View,3,Redmond,18,0,0,98053,1440,0,2007,0,1,3,2,0,3
950000,4,5,5330,6000,2,0,Some View,3,Issaquah,19,0,0,98027,3570,1760,2006,0,2,5,3.75,2,3
334990,3,4,2220,4228,2,0,No View,3,Seattle,11,0,0,98146,2220,0,2014,0,2,4,2.5,0,3
2700000,5+,5,5305,8401,2,0,Some View,3,Kirkland,20,0,0,98033,3745,1560,2005,0,2,5,4.75,2,3
1030000,4,3,3880,13095,2,0,Great View,3,Kirkland,16,0,0,98034,3700,180,2009,0,2,3,4,3,3
1130000,4,4,3810,8519,1,0,Some View,3,Kirkland,18,0,0,98033,2680,1130,2007,0,1,4,3.25,1,3
556000,3,3,1960,1168,2,0,No View,3,Issaquah,18,0,0,98029,1600,360,2007,0,2,3,3,0,3
360000,3,3,1530,1131,3,0,No View,3,Seattle,16,0,0,98103,1530,0,2009,0,3,3,2.5,0,3
480000,3,4,3250,34293,2,0,No View,4,Kent,42,0,0,98042,3250,0,1983,0,2,4,2.25,0,4
324000,3,3,1750,7208,2,0,No View,3,Renton,31,0,0,98055,1750,0,1994,0,2,3,2.5,0,3
1050000,4,4,3440,35021,2,0,No View,3,Kirkland,42,1,16,98033,3440,0,1983,2009,2,4,3.25,0,3
275000,1_or_fewer,1,1170,14149,1,0,No View,5,Enumclaw,63,0,0,98022,880,290,1962,0,1,1,0.75,0,5
180000,1_or_fewer,3,870,5330,1,0,No View,3,Covington,56,1,11,98042,870,0,1969,2014,1,3,1,0,3
749000,3,4,2930,18199,2,0,No View,3,Sammamish,27,1,19,98075,2930,0,1998,2006,2,4,2.5,0,3
